Tweet,Offensive
@E_Bernardina Mit äußerster Disziplin und Impulskontrolle!<U+0001F633><U+0001F643><U+0001F60B><U+0001F605>,OTHER
@gundel_gaukeley @KoyamaMichi Ihr versteht halt den Islam nicht!<U+0001F643><U+0001F60B><U+0001F605>,OTHER
"@ChayenneHeidi @Jutta98811424 @walsberger49 Diese Männer sollten so ein abschließbares Penisgefängnis tragen, keine Ahnung wie man das nennt!<U+0001F605> |LBR| Und Jutta, das ist doch nicht meine Meinung zum Kopftuch - ich mache mich nur über deren Ansichten lustig, checkst du das nicht?<U+0001F923><U+0001F923><U+0001F923>",OFFENSE
@ChayenneHeidi @walsberger49 Ist bestimmt nicht meine Meinung!<U+0001F643><U+0001F60B><U+0001F605><U+0001F92D>,OTHER
@Martin514337541 @wasistzeitgeist Wenn selbst die Türken über Syrerinvasion schimpfen<U+0001F633> ist es durchaus interessant!<U+0001F914>,OTHER
"@philipp_julien @YouTube Ich fürchte, er wird uns dank \""""Toleranz &amp; Offenheit\""mit voller Wucht dahinraffen!<U+0001F915> |LBR| Wenn nicht ein Wunder geschieht!<U+0001F9D0>",OTHER
"Europa ist bunt genug. |LBR| Rothaarige, Blondinen, Brünette. Sommersprossen. Blaue, grüne, braune Augen. |LBR| Neuschwanstein. Eiffelturm. Big Ben. |LBR| Oktoberfest. Mailand Oper. |LBR| Porsche. Mercedes. Ferrari. Bentley. |LBR| Gay Paraden. Travestieshows. Reeperbahn. |LBR| Islam könnte aber bunter sein!<U+0001F914>",OTHER
@katharina_munz Der arme Kerl wird für seine sündigen Gedanken in der Hölle brennen!<U+0001F631><U+0001F60B>,OTHER
"Frauen sind sündige Sexobjekte, welche Männer bekanntlich nicht mit Po &amp; Brüsten, sondern offenem Haar in sabbernde Lustmolche verwandeln!<U+0001F605> |LBR| Darum bedecken anständige Frauen ihr Haar mit Schariabeflaggung und bewahren Muslime dadurch vor der Hölle!<U+0001F9D5> |LBR| Alle anderen: Schlampen!<U+0001F60B>",OFFENSE
"@EvilsNakedCat @HvDPhoto @Buerger2000 Ja, das bekämpft biomasseinduzierte Klimaerwärmung!<U+0001F643><U+0001F60B><U+0001F605>",OTHER
"@WernerGoehl @GeorgKleine @PqGregor @ichbinschoener @ihrseiddort @GMeiderich @Martin514337541 @WildeGesellin Das Kopftuch setzt ein Zeichen gegen das weiße Patriarchat, völlig klar!<U+0001F643><U+0001F60B>",OTHER
"In den 70ern propagierte man die kommende Eiszeit. |LBR| Dann kam Al Gore und propagierte Global Warming. |LBR| Nun erklärt die Tagesschau, dass die Erderwärmung der Grund für polare minus 40° in USA und sibirische Kälte in Europa ist. |LBR| Womit sich der Kreis wieder schließt.<U+0001F92D><U+0001F605>",OTHER
@GeorgKleine @WernerGoehl @PqGregor @ichbinschoener @ihrseiddort @GMeiderich @Martin514337541 @WildeGesellin Tichy halte ich für mehr Journalist als die grüne Redaktion der Tagesschau nebst deren Antifa Faktenerfinder!<U+0001F44D>,OTHER
"@GeorgKleine @APVogt @ChrisIsHere9 @Mont1701 @ihrseiddort @WildeGesellin Gerechtigkeit gibt es nur in der Hölle! |LBR| Auf Erden müssen wir mit Realitäten klarkommen. |LBR| Übrigens, gleich <U+2260> gerecht!",OTHER
@Ollee3 @Ranzigeimme Kontrolle über die Frau ist erste Machtdemonstration der Mohammedkult-Chauvinisten!,OFFENSE
@PetrBystronAfD @ABaerbock Wie wäre es statt Seenotrettung™ (krimineller Schleuserfährdienst) mal mit Bürgerrettung? |LBR| Jeder Inlandstote durch Merkelsiedler ™ ist einer zu viel!,OFFENSE
"@Jutta98811424 Ja, vor 5 Minuten fiel es mir plötzlich wie Schuppen von den Augen!<U+0001F60B>",OTHER
"@Louiecrit Ohne deutsche Erfindung des Kunstdüngers wäre mehr als die Hälfte der Menschheit noch nicht einmal existent!<U+0001F30D> |LBR| Hat man es uns je gedankt?<U+0001F914> |LBR| Ach, da war mal Hitler - und Mao und Stalin sind trotz 100 Millionen Toten immer noch hoch im Kurs an \""""Universitäten\""""!<U+0001F643><U+0001F644> |LBR| #CommiesRaus",OTHER
"@APVogt @ChrisIsHere9 @GeorgKleine @Mont1701 @ihrseiddort @WildeGesellin Er geht mir ziemlich auf den Keks, aber wegen Vorstehendem habe ich ihn noch nicht einfach geblockt!<U+0001F607><U+0001F605>",OFFENSE
"@neoM1913 Die Tagesschau brachte das Standardsprüchlein \""""Wetter ist nicht Klima\""und dass gerade diese Kälte ihre Ursache in der Erderwärmung hätte: Meere seien erhitzt und lenken dadurch Polarluft nach Chicago!<U+0001F643><U+0001F60B><U+0001F92D>",OTHER
"@APVogt @ChrisIsHere9 @GeorgKleine @Mont1701 @ihrseiddort @WildeGesellin Folgenbetrachtung blenden Linkoide gerne aus, es zählt nur das wohlige Gefühl des Augenblicks-Aktionismus!<U+0001F644> |LBR| Gesinnungsethik vor Verantwortungsethik!<U+0001F633>",OFFENSE
@MDegasse König Ludwig hat viel romantischere Schlösser gebaut!<U+0001F601>,OTHER
@Rudi44888 Wir kriegen ja nicht mal mehr einen Bahnhof hin!<U+0001F605>,OTHER
"@ruckkehrer @SebastianHampel Das Leben ist eine 100% tödliche Krankheit. Wer davon befallen wird, ist praktisch auch schon zum Tode verurteilt!<U+0001F605>",OTHER
@jazzlover2021 @ChrisIsHere9 @DerGermane2 Merkel glaubt es aber in ihrem Größenwahn!<U+0001F643>,OFFENSE
@DerGermane2 @Steffmann45 @jazzlover2021 Soziale Marktwirtschaft Erhards und Wachstum wie 50er<U+2764><U+FE0F>,OTHER
@Steffmann45 @jazzlover2021 @DerGermane2 Ich glaube er frozzelt dich nur ein bisschen!<U+0001F609>,OTHER
"@jazzlover2021 @Steffmann45 @DerGermane2 Nicht mit dem inneren Feind Altparteienkartell, EU Freunden, Globalisten usw.",OFFENSE
@ChrisIsHere9 @GeorgKleine @Mont1701 @ihrseiddort @APVogt @WildeGesellin Die 10% sind bei uns!<U+0001F92D>,OTHER
@SebastianHampel @GeorgKleine @ApartmentNr9 @Mont1701 @ihrseiddort @APVogt @WildeGesellin Der Knalltyp fiel mir auch sofort ein!<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F923><U+0001F923><U+0001F923>,OFFENSE
"@jazzlover2021 @DerGermane2 @Steffmann45 Stichwort ethnische Wahl, Schariapartei und Demokratie als Vehikel, siehe Erdogan Reden!<U+0001F633>",OTHER
@GeorgKleine @ApartmentNr9 @Mont1701 @ihrseiddort @APVogt @WildeGesellin Assad bekämpft Islamisten! Was würden Sie denn tun an seiner Stelle?<U+0001F914>,OTHER
"@DerGermane2 @Steffmann45 @jazzlover2021 Das ist die Priorität! Wenn das Abendland untergeht, sitzen wir alle in der Koranschule und lernen arabische Verse auswendig!<U+0001F644>",OTHER
@Mont1701 @GeorgKleine @ihrseiddort @APVogt @WildeGesellin Asylrecht sollte - gerade unter dem Eindruck des Nationalsozialismus - politisch Verfolgten Schutz gewähren.<U+0001F44D> |LBR| Man dachte da an einen Assange.<U+0001F914> |LBR| Gewiß nicht an ganze Araberclans!<U+0001F633><U+0001F644>,OFFENSE
@GeorgKleine @JanSamis @ichbinschoener @ihrseiddort @GMeiderich @PqGregor @Martin514337541 @WernerGoehl @WildeGesellin Ein Like für Herrn Kleine!<U+0001F92D>,OTHER
@Steffmann45 @DerGermane2 @jazzlover2021 Da wird aber der Begriff Nazi sehr weit gefasst.<U+0001F914>,OTHER
"@Steffmann45 @DerGermane2 @jazzlover2021 Eh klar.<U+0001F44D> |LBR| Nur muss man echten Rassismus, der Andere wegen unveränderlicher phänotypischer Merkmale abwertet, und dem \""""Rassismus\""den Linkoide überall als Kampfbegriff hineindeuteln, klar unterscheiden!<U+0001F914>",OTHER
@FrankSchramm5 @DerGermane2 @jazzlover2021 Deutschstämmige sind deutsch. Aber nicht alle mit deutscher Staatsangehörigkeit!<U+0001F601><U+0001F609>,OTHER
@GeorgKleine @ihrseiddort @APVogt @WildeGesellin Steht das noch auf dem Boden der FDGO?<U+0001F914>,OTHER
"@Steffmann45 @DerGermane2 @jazzlover2021 Nicht jedes \""""Reich\""war Nazi!<U+0001F631><U+0001F609>",OTHER
"@DerGermane2 @jazzlover2021 Ja, zu den deutschen Völkern (!) zählen dann Österreicher ebenso wie Bayern oder Sachsen!<U+0001F60B><U+0001F923>",OTHER
@GeorgKleine @ihrseiddort @APVogt @WildeGesellin Genau! Darum verlegen wir die Grenzzäune an jeden Weihnachtsmarkt!<U+0001F643><U+0001F60B><U+0001F605>,OTHER
"@GeorgKleine @ihrseiddort @APVogt @WildeGesellin Allmählich gelange ich zur Auffassung, dass Sie ein zeitraubender Troll sind!<U+0001F644>",OFFENSE
"@GeorgKleine @ihrseiddort @APVogt @WildeGesellin Die EU übernimmt übertragene Aufgaben und zehrt von Souveränitätsübertragungen, und wird NIE eine Nation! |LBR| Das Subsidiaritätsprinzip braucht dringend wieder mehr Beachtung!",OTHER
"@DerGermane2 So, wieder dabei. Bin aber auf 5000 limitiert.<U+0001F609>",OTHER
"@GeorgKleine @ihrseiddort @APVogt @WildeGesellin Deutschland hat hier genau Null (0) syrische Kinder erschossen.<U+0001F914> |LBR| Haben Sie aber mal mitgezählt, wieviele Deutsche mittlerweile Opfer (im eigenen Land!) von syrischen Schutzsuchenden™ wurden?<U+0001F631>",OTHER
@GeorgKleine @ihrseiddort @APVogt @WildeGesellin Geben Russland und Australien Grenzschutz auf?<U+0001F914> |LBR| Australien lässt nicht mal Flüchtlinge™ auf Booten das Land kapern!<U+0001F644>,OTHER
"@ihrseiddort @GeorgKleine @APVogt @WildeGesellin Der Schengen-Deal war, Deutschland öffnet EU-weit die Grenze, dafür übernimmt die EU den Außengrenzschutz. |LBR| Wenn man nun EU-Drittländer aus Vorderasien-Orient-Afrika nach Deutschland durchwinkt, müssen wir wieder dicht machen wie es Jahrzehnte-lang vorher auch ging!",OTHER
"@ihrseiddort @GeorgKleine @APVogt @WildeGesellin Ja, hatte den \""""Vater\""gesehen damals.",OTHER
"@ihrseiddort @GeorgKleine @APVogt @WildeGesellin Eine Nation die Grenzschutz aufgibt, ist letztlich keine Nation mehr. |LBR| Aber das ist ja so gewollt.",OTHER
"@Kontrapropa Ja, es gibt \""""leichte\""Gebietsreduktion, also räumlicher Geltungsbereich!<U+0001F601>",OTHER
"@DerGermane2 Nur weil man da so ein Gedöns drum macht. |LBR| Es gibt gar keine separierenden \""""Reichsbürger\"""". Die sind nämlich rechtsidentisch mit Bundesbürgern!<U+0001F923>",OTHER
"@DerGermane2 Die Identitätslehre ist herrschende Meinung in der Rechtswissenschaft und ständigen Rechtsprechung des Bundesverfassungsgerichts: |LBR| Die Bundesrepublik Deutschland ist nicht Rechtsnachfolger des Deutschen Reichs, sondern identisch! |LBR| Ein Bundesbürger ist also auch \""""Reichsbürger\""""!<U+0001F92D>",OTHER
@GeorgKleine @APVogt @WildeGesellin Wann und wo wird auf Kinder geschossen? Sie schwurbeln Fiktion!,OFFENSE
@GeorgKleine @APVogt @WildeGesellin Woher kommt eigentlich Ihre fixe Idee vom Kinder erschießen?<U+0001F914>,OFFENSE
"Gabalier darf keinen Valentin-Orden bekommen, da konservativ (neudeutsch \""""rechts\"""") und laut Frau Rinberger vom Valentin-Museum \""""frauenfeindlich\""""!<U+0001F643><U+0001F644> |LBR| Was sagen seine Millionen weiblichen Fans denn dazu?<U+0001F914><U+0001F923><U+0001F923><U+0001F923>",OTHER
"Übrigens sind wir ALLE \""""Reichsbürger\""und sollten unter Prüffall gestellt werden!<U+0001F633> |LBR| Rechtslage Deutschlands: Nach h.M.",OTHER
"@GeorgKleine @PqGregor @ichbinschoener @ihrseiddort @GMeiderich @Martin514337541 @WernerGoehl @WildeGesellin Unser Vermögensrecht und Sachenrecht hat römische Prägung. Unser Familienrecht eher germanische, insbesondere haben wir bei der Abstammung Blut- statt (wie die USA) Bodenrecht.",OTHER
@zeitzumgehen Twitter trennte sich in mir!<U+0001F609>,OTHER
@SebastianHampel <U+0001F923><U+0001F923><U+0001F923> |LBR| Aber ernsthaft: die schwadronierte schon völlig irre von der Möglichkeit eines Russlandfeldzugs!<U+0001F633>,OFFENSE
"@alfredheger Da ich nur echte Follower habe und keine vom Steuergeld gekauften wie Stegner und Chebli, erreicht mein kleiner 3.66k Trupp 2,2 Millionen (!) Tweet-Impressions monatlich!<U+0001F44D><U+0001F609>",OFFENSE
"@FussiRud Außerdem sollten 10 Millionen meine Tweets lesen, sapperlot!<U+0001F601>",OTHER
"@FussiRud Ne, ich werde täglich 15 entfolgt ohne mein Zutun und umgekehrt! |LBR| Die meisten merken nicht mal dass sie mir entfolgt würden, da sie über RT noch einiges von mir lesen.<U+0001F644>",OTHER
"Twitter knabbert schon wieder meine Follower weg, werde wieder im Bündel geschieden!<U+0001F621>",OTHER
"@zeitzumgehen Als ich das likete, zeigte Twitter live an wie du gerade entfolgst. Gehe davon aus dass Twitter uns eigenmächtig trennte, habe das nun schon wiederholt \""""live\""gesehen!<U+0001F633>",OTHER
"@ruhr_area51 Das Gleichgewicht des politischen Spektrums ist unter der \""""Alternativlosigkeit\""des Merkelismus völlig nach links verschoben!",OTHER
@AlexF50451971 @AfDimBundestag Habe ich auch längst boykottiert!,OTHER
"@etzodernie Bin Minarchist (mit \""""i\"""") - Reduktion auf Kernaufgaben!",OTHER
Es geht ein unversöhnlicher Riss durch Deutschland: |LBR| -Heimattreue<U+0001F499><U+0001F1E9><U+0001F1EA><U+0001F44D> |LBR| -Vollhonks die Venezuela 2.0 anstreben<U+0001F308><U+0001F984><U+0001F921><U+0001F337><U+0001F33B><U+262A><U+FE0F>,OFFENSE
"Über dem Reichtagsgebäude steht die Widmung: Dem Deutschen Volkes! |LBR| Das Grundgesetz unterscheidet zwischen Deutschen und Ausländern. |LBR| Sind in Deutschland alle verrückt geworden? Was für Japan, Nigeria oder Uruguay selbstverständlich ist, ist hier plötzlich Gesinnungsverbrechen?<U+0001F914>",OTHER
"\""""Heimat kann man auch dadurch verlieren, dass man zur Minderheit im eigenen Land wird.\""|LBR| Björn Höcke, AfD |LBR| Staatsfeind Nr. 1 |LBR| Beobachtet vom Verfassungsschutz |LBR| Politisch verfolgt vom Kartell Union, SPD, Grüne, FDP, Linke |LBR| Er meint, zur Menschenwürde gehöre auch das Recht auf Heimat.",OTHER
"@Dr_Tati_vanT @HeikoMaas Nette Zusammenfassung<U+0001F607> - aber wenn sie der Schariapartei entgegengesetzt wird, gerne doch!<U+0001F44D><U+0001F917>",OFFENSE
"@over2019 @Sabine98036212 Kopfabschneider-Drohung ist schon übel, zumal ja mehr als genug Beispiele vorhanden sind, dass die das wirklich ernst meinen und ganz real tun!<U+0001F631>",OFFENSE
"@GeorgKleine @APVogt @WildeGesellin Notwehr gilt selbstverständlich auch gegen ihre ständig bemühten \""""Kinder\"""". Niemand muss sich wehrlos verletzen oder gar töten lassen, auch nicht von \""""Kindern\"""". |LBR| Im übrigen ist die Altersbestellung der \""""minderjährigen Flüchtlinge\""mehr als umstritten, eher Volljährige!<U+0001F644>",OFFENSE
@GeorgKleine @APVogt @WildeGesellin Nehmen Sie die Realität mal zur Kenntnis. Weit überwiegend kommen junge Männer.,OTHER
@ostmann1977 @RegSprecher Da dröhnt sein Schweigen geradezu!<U+0001F613><U+0001F633>,OTHER
@ostmann1977 Die reale Hetzgagd der Schutzsuchenden™ von Amberg gegen Einheimische!,OTHER
"Diesem Block nebst Straßenschlägern steht AfD als Relikt der Kohl-CDU politisch verfolgt einsam entgegen.<U+0001F914> |LBR| Traurige Zeiten! |LBR| Während Massenzuwanderung, Islamisierung, Dieselenteignung, Energiekosten, Nullzins mit Altersarmut und ausufernder Niedriglohn das Volk drangsaliert.<U+0001F631>",OFFENSE
"Das Altparteienkartell bildet Linksblock im Linksstaat mit den \""""5 Shades of Left\"""": CDU/CSU neulinks, SPD diffuslinks, FDP linksliberal, Grüne ökolinks, Linke linksradikal. |LBR| Vandalismus-Kampftruppe des Altparteienkartells in \""""interventionistischen Linke\""unter Tarnnamen \""""Antifa\"""".",OFFENSE
"Die Phänome \""""Rudelvergewaltigungen\""sowie \""""Messermänner\"""" mit Schwerverletzten und Toten fehlen sogar in der Aufzählung. |LBR| Es gab da die 200m lange \""""Leine des Grauens\"""" vor dem Kanzleramt mit bedruckten DIN A4 Seiten, auf denen direkte Opfer der Völkerwanderung aufgelistet wurden!<U+0001F613>",OFFENSE
Probleme mit Merkelsiedlern™<U+262A><U+FE0F> |LBR| -Parallelgesellschaften |LBR| -kriminelle Familienclans |LBR| -unterdurchschnittliche Bildungserfolge |LBR| -überdurchschnittliche Transferleistungsbezüge |LBR| -Antisemitismus |LBR| -Islamismus |LBR| -Frauendiskriminierung |LBR| -Polygamie |LBR| -Zwangsheirat |LBR| -Kinderehen |LBR| -Integrationsunwille,OFFENSE
@Blank35319162 @Sabine98036212 Sind schon dreiste Früchtchen hier!<U+0001F621><U+0001F633>,OFFENSE
@APVogt @GeorgKleine @WildeGesellin *Löschkalk - ich danke der Autokorrektur <U+0001F643>,OTHER
"@APVogt @GeorgKleine @WildeGesellin Und wenn man sich die Videos der testosteronstrotzenden Grenzstürmer von Ceuta, die mit ätzendem Löschkalkulation und Hieb- und Stichwaffen brutal die Grenzbeamten attackieren, ist es schon verzerrend dreist bei Hinweis auf Grenzrecht vom erschießen von Kindern zu fabulieren!<U+0001F621><U+0001F644>",OFFENSE
@APVogt @GeorgKleine @WildeGesellin Sollte so sein. Aber diese Regierung fühlt sich weder an Verfassung noch nachrangiges Recht gebunden.,OTHER
@GeorgKleine @APVogt @WildeGesellin Verhältnismäßigkeit gehört in der Regel zum Verwaltungshandeln. Ebenso ultima ratio. Aber der Par. 11 ist geltendes Recht.,OTHER
"@GeorgKleine @APVogt @WildeGesellin Wenn man den Verweis auf Gesetzeslage - nichts anderes meinte Frau von Storch - so niederträchtig umdeutet, ist Hopfen und Malz zivilisierten Diskurses verloren. |LBR| Typisch für den Umgang mit AfD Zitaten - immer maximalmöglich \""""missverstehen\"""", umdeuten, unterstellen, verzerren.<U+0001F644><U+0001F92E>",OFFENSE
"@tomkoehler252 @safe_ID35 @nie_und_nimmer @Naund10 Sexistin mit Heliphobie, also puh das ist heftig!<U+0001F605>",OFFENSE
"Auf RTL aufgeschnappt: \""""Was ist ein Mann in Salzsäure? Ein gelöstes Problem!\""|LBR| Werte Liz Mohn, |LBR| Milliardenerbin von Bertelsmann und RTL Group: oh, ein männerfeindlicher Witz!<U+0001F634> |LBR| Wie wäre es mit diversfeindlich, antisemitisch, oder Prophetenbeleidigung?<U+0001F914> |LBR| #Gratismut",OTHER
"@GeorgKleine Wie wäre es als Basis zunächst mit Sprache und FDGO?<U+0001F914> |LBR| Was soll denn der Quatsch mit Shoa und Marx? Kollektivismus bringt die Umma ja schon ihre eigene Variante mit, da braucht sie nicht die beiden links- und rechtsextremen Varianten!<U+0001F644>",OTHER
